str1,str2,date1,int1,float1,date2,str5,str6,str3,int2,float2,str4
BBBNmf6PNew,2xlNSs9v,1980-10-12,69,8.773,1996-02-21,,,ZJIKpT7W,-93,-7.076,BBB
BBBC7tQH5sO,2XLpVItS,1967-05-18,39,6.329,1955-10-18,,,EqAs5HmG,-63,9.279,BBB
EEEI4OcOZLk,2XmjEe8Y,1996-02-19,-92,-2.716,2000-08-16,,,rHhfBBPJ,-72,-3.925,EEE
KKeTi64jwf,2xnfpg54,2004-07-05,-15,7.711,1965-12-10,,,qrF5x6Uo,-63,4.098,KKe
BBBncF32A1m,2xoRvMoH,1956-01-16,-8,-5.312,1980-04-30,,,nfx2syUA,63,3.449,BBB
FFNSeL46mp,2XpEScnr,1959-07-08,-90,-2.162,1990-07-30,,,OSpYhDWh,54,6.502,FFN
HHHZojqYtHC,2XpFv03I,1952-09-02,46,4.628,1951-12-06,,,RtOO1Hfz,-89,3.321,HHH
LLLhhW5rL29,2XpmNmtp,1987-02-05,29,3.088,1952-02-27,,,T3oFWI2o,-66,0.284,LLL
DDDDhcErU3Bg,2XprIBjM,1983-05-05,-91,-2.619,2013-01-12,,,95LclB6K,-78,-6.945,DDD
FFWqE2oILC,2XSIkkVx,1953-05-09,-35,9.53,1952-04-20,,,cNgg1Y6o,-9,-0.66,FFW
HHHAjQ7gUg8,2Xu1r3sB,1952-01-10,0,0.832,1971-12-16,,,2YH4io0u,46,-1.313,HHH
BBB9rkeHjpV,2xV06tPq,1951-01-11,55,-9.753,2014-09-09,,,5U1IJ41j,25,-2.02,BBB
CCgsDbgB3a,2Xz9IqnV,1998-02-19,-6,-4.743,1990-06-15,,,LtAGt6Kz,-56,-8.964,CCg
FF2cgCAFyV,2Z1DxO7t,2017-03-11,5,-6.844,1983-04-18,,,x3Gzn2CQ,-35,5.021,FF2
BBBBVLjiRZ0,2z5aZkne,1960-09-28,88,8.321,1989-01-12,,,gEPH1j6x,-34,-1.21,BBB
HHH6MfRxOAP,2z7ywmya,2007-04-24,3,6.832,1993-03-11,,,5uGza2bv,67,5.826,HHH
BBBtw8DzXpY,2Z92LCrG,1970-08-03,-17,9.606,2001-10-12,,,b7VZNUWs,-25,0.788,BBB
FFspDpHmIo,2zBbU9DI,2005-02-17,-70,-5.192,1972-05-02,,,WqgHfAK0,-66,8.679,FFs
FFkznM2OeT,2ZHiM6Eo,1979-06-25,81,3.102,1992-06-25,,,4Qb3s07G,-6,-0.624,FFk
EEEKx8KZwTR,2zY6BgbS,2005-03-04,62,-0.22,1953-03-05,,,ZUSJ9Bs3,43,-0.038,EEE
AAAKyIuyFJx,2ZYT8U6C,1990-09-29,-11,-2.422,1960-10-26,,,YRvKL1Wt,-46,-8.81,AAA
AAAjSYt2iQD,2ZNfmlns,1982-05-25,35,8.212,1992-01-05,,,uVwkxUBa,32,3.497,AAA
DDDDNDY8FuEg,2zqyWyq8,2013-05-17,73,-8.758,1996-12-05,,,D5pT6B3b,19,-6.45,DDD
DDDDbDjr5M4c,2zQsmw6C,1979-07-15,9,3.985,2016-04-24,,,m7fMgZ5o,14,-5.625,DDD
GGHNaJhAkt,2zrhq3CZ,1990-11-17,52,9.235,1997-12-12,,,JNe8N6gq,-12,-1.497,GGH
FFB1xkvPzm,2zSP3Buz,1990-03-27,50,6.025,2011-03-29,,,IR4IEKxL,79,-5.852,FFB
FFcjvmEYBt,2zTWq9cV,1984-11-17,54,-5.781,1991-07-24,,,WwZVVW7e,-29,9.015,FFc
FFWy9TCHxK,2zVFUYKC,1976-01-09,-58,4.304,1980-05-31,,,qP4XAJXo,-5,4.773,FFW
BBBZ9V8upQk,2zvhtBgy,1953-05-27,-62,-6.431,1994-05-28,,,vM2HLg58,70,3.488,BBB
FFmcSpjWeH,2ZVW6bCT,1958-10-27,-80,8.601,1966-04-06,,,oJY99YYV,99,3.396,FFm
HHHClP3nFgp,2zZD6WXI,1955-07-05,82,-7.698,1979-04-04,,,AKYgcSPN,63,-7.71,HHH
BBBNcNpCbTj,301gTqj8,1953-09-03,21,-9.899,2008-08-18,,,I4gbEuNX,-29,8.997,BBB
GGE6jaas3V,302Kjoo9,1962-02-21,3,-1.386,2016-06-20,,,jq8CNcQ8,49,1.557,GGE
CCmoPJFDsj,306f1QxA,2006-04-30,92,9.756,1971-02-11,,,AcOwXeC8,9,-4.728,CCm
KKRgZlWybS,307uxJXU,1997-10-22,96,-7.478,1967-05-15,,,qJH7qB1c,-92,-7.331,KKR
KKPAzkFp7v,308zxorB,1965-11-20,-82,-5.689,2011-06-25,,,NDLbJnrI,77,8.399,KKP
AAAry19rMVa,309gbpeW,2012-01-14,34,8.15,2002-01-04,,,tizC1Na7,-48,-2.605,AAA
LLLn9tQ2nzc,30cczfJD,1976-12-04,-13,-8.328,1975-10-22,,,PYmP8Xex,-100,8.935,LLL
AAArxerTchG,30cO9JV8,1957-04-19,-49,3.919,1957-04-20,,,5mF0fIsP,86,3.445,AAA
EEEr0xD9v2K,30CQaBCk,1985-06-06,85,5.693,1994-09-14,,,XhHFH5qa,31,6.292,EEE
CCWMRsiFPx,30CT0jMB,1951-06-19,-11,8.299,1973-11-26,,,Jq2uSgor,48,-8.443,CCW
HHHPB1mQMFr,30fURQ4P,1966-06-01,-96,-6.919,1992-11-12,,,z95iK3HW,-19,3.783,HHH
KKeCWJScpp,30H7OHZM,1976-03-25,13,1.01,2001-01-25,,,poSaNiTg,55,-7.698,KKe
HHH0lPBKfwX,30Y5o22a,1976-11-01,-22,0.814,1970-06-11,,,MeKv4S46,78,-8.544,HHH
EEElwfb87Dg,30yIHOET,1969-02-07,-95,-5.997,1964-01-23,,,28PVzGsa,88,3.926,EEE
GG9H5KNKrO,30qXliqW,1991-02-13,65,-6.801,2002-07-30,,,qoyPPlA0,-45,6.256,GG9
LLLklvcwYUN,311q97Ui,2004-05-21,76,-0.27,1952-07-12,,,8RHin3XT,22,-7.14,LLL
HHH8RyzeLnc,319hcff5,1972-10-17,-69,7.859,1991-02-14,,,UvFM4gJk,94,0.742,HHH
KK1JMDR8PA,31D2ijrJ,1973-07-05,60,0.432,1984-02-08,,,CFam3bvU,-95,-5.677,KK1
HHHUUXN6Xe3,31eg3QG5,1986-04-11,-72,3.593,1980-02-01,,,u97QKWle,84,-5.599,HHH
LLLCFh80gYZ,31FKi6I1,1998-06-04,70,-9.089,2006-04-29,,,NA7MDBbG,-81,-9.281,LLL
HHHGewAiMJS,31fxFhFQ,1997-07-19,62,9.388,1993-04-26,,,JFLXl6kw,-94,3.705,HHH
DDDDG9zf8OAA,31MkV46G,1967-08-24,-62,-8.97,2009-08-06,,,yiXsOMNt,-44,0.147,DDD
LLLV45ZVxil,31p51Bk4,1954-11-26,-4,6.677,2002-01-30,,,CtTrh9C9,41,-2.522,LLL
EEEkL10Sz6B,31TtbxG2,1980-10-15,-74,-1.372,1952-09-07,,,VlTQrscq,-35,-7.82,EEE
LLLHnDNa2l0,31uNm5rq,1981-10-16,-27,1.634,1966-09-09,,,whUGOFha,-22,-6.911,LLL
EEEXCBRxPb1,31xSqZSh,1980-08-30,53,9.535,2014-12-29,,,ARO9c6Oi,60,5.931,EEE
CCacBR6qUo,31Z42Ues,2005-11-06,-23,6.424,1951-01-05,,,X4AHwyzw,12,-2.624,CCa
CCThyYPgCM,324XAZO5,1952-06-02,-46,-7.717,2006-11-05,,,BBMLyLz8,57,-6.244,CCT
FFOxjwYJIF,328tTHpP,1960-06-27,9,7.153,1976-09-13,,,oUNaSyEK,-23,-5.729,FFO
KKEegqKAxU,32bmzYKu,1973-12-14,-73,-6.702,1958-01-13,,,HzJfL8K4,8,-8.089,KKE
HHHthzAjHsO,32Hpv9l5,1995-11-28,82,-1.16,1969-03-14,,,80rbki1k,1,9.693,HHH
BBBVP4kDa1J,32YYaxGu,1960-09-22,90,-6.794,1971-06-06,,,1kjPm307,-74,-1.473,BBB
BBBCP52mF9G,32jrHBKo,1957-07-13,-22,8.584,1962-07-15,,,9VeD3n1y,-53,-9.434,BBB
HHHf0s8ivys,32ONZTCS,1951-04-17,-2,3.197,1996-05-09,,,VEB8bEQK,34,0.465,HHH
KKV4EI7ls4,32pE8lOL,1986-11-23,-77,4.778,1983-12-04,,,0cvQzVm1,-39,-6.605,KKV
KKcjQNUIcy,32qpIutU,1991-12-16,100,6.103,1986-02-17,,,6YtCatcO,78,-6.773,KKc
FF56RYkAht,32TqgCJQ,2002-12-24,-85,1.504,1951-03-02,,,hQvvlO67,86,7.023,FF5
EEEWcot2aye,32wMEh7v,1965-12-21,83,-9.638,1953-08-24,,,HIRvln7W,-49,-7.621,EEE
BBBHApou3in,32Z3XHiG,1985-10-29,-8,-8.572,1959-03-23,,,be9Vr26L,92,-6.495,BBB
KKQqAS9DZC,334qS9Gl,1991-04-25,86,-1.934,1969-07-23,,,FZETk9wu,48,-8.072,KKQ
AAA35yYyiyQ,339JtBsZ,2013-02-26,49,-7.873,2008-04-14,,,7G66KNOY,42,-6.586,AAA
HHH4MJKDlWg,33E1neEH,1954-09-26,24,-7.787,2005-11-03,,,s4bHRjRR,57,-5.186,HHH
KKOkqgEfI6,33guMxvS,1960-08-24,-39,4.638,2007-10-16,,,6mJJjyym,40,-7.458,KKO
GGDVS70Zh8,33hUuBSa,1958-01-04,95,9.899,2002-03-04,,,6awQgTV7,89,4.167,GGD
KKRt9hFPYb,33kePqxq,1978-11-17,54,-8.135,1981-08-01,,,53lgkc3a,-10,5.239,KKR
AAAveejcAcC,33LFVaMs,2007-11-28,36,5,1970-12-23,,,,33,-4.351,AAA
HHHoIUP6QXF,33LsOwsj,1954-09-11,17,-9.409,1995-11-06,,,JPSwYUUM,66,-0.8,HHH
CCtmWZOjUw,33ppZCHb,1980-07-15,-3,-1.85,1951-09-24,,,Bh5gBfHB,47,-6.298,CCt
EEEUWeQ3FIz,33VjYYZl,2015-09-06,25,4.871,1960-08-20,,,7yA68lWC,17,8.596,EEE
HHHFpYKE5HD,344Ga7F9,2016-11-17,-65,4.06,2001-04-19,,,x9KuwtNY,32,-9.632,HHH
GG4JDs1q2g,34cS8iAD,1987-06-04,-46,-0.489,1991-08-07,,,TQaKW0Zf,-98,0.19,GG4
HHHIkbSJZMK,34DIzGPG,1951-10-13,28,1.632,1992-12-11,,,viv2WHgh,-50,-2.677,HHH
BBBtLIbyUaF,34F6VAte,2006-09-09,-33,-1.758,1979-07-07,,,9JVyAe0T,42,-8.527,BBB
GGZ6X5S4nN,34FXaFaP,2011-08-12,-5,-2.879,1999-07-06,,,UBMVb5qr,32,-2.215,GGZ
FFTMwWpbhE,34kf5770,1977-08-15,-9,-3.378,2009-08-12,,,irJwKqHA,49,-6.025,FFT
HHHOxpriL3M,34mcIEZa,1956-07-17,-92,-9.314,2013-05-23,,,hDbGvmy9,-79,1.397,HHH
AAA4xVDk5DF,34mcUYvZ,1999-04-03,17,2.731,1991-01-01,,,mQ2AR5Qr,-25,-7.142,AAA
DDDD2mrvwiZl,34TFZpJM,1975-01-07,63,3.255,1989-02-21,,,QjKzO1U2,11,2.734,DDD
HHHhCPbrKKe,34vgBCc1,1999-03-14,-78,9.335,2005-10-29,,,c5miMJmU,44,-8.364,HHH
FFLhszB6Rq,354HU8f3,2014-05-12,-96,6.055,1994-08-09,,,P22DN1vH,46,-1.005,FFL
CCTOj1Dyme,355FiCnI,1978-04-18,-4,2.535,1954-03-19,,,8868pYt5,-72,-1.676,CCT
GGfNkqBoDj,35654jKh,1981-08-07,87,-1.412,1986-02-02,,,kJfPjon9,-29,4.078,GGf
EEETF1hCE9A,356aB575,1970-12-31,20,4.056,2016-10-01,,,9IAXzGcP,71,-3.115,EEE
HHHkyNCugEL,356CNbYp,1968-05-03,54,-0.567,1963-10-27,,,iB5xtiVi,10,-1.067,HHH
GGey9wFcga,356crrHZ,2000-10-24,-33,-5.353,1966-01-02,,,HTjn2FqR,-94,-6.127,GGe
DDDDH1MIUbl2,358icGlh,1963-05-24,-24,-2.757,1975-10-02,,,Q6SXfzKg,-40,-7.971,DDD
DDDDL8jT8BVb,35A7YKzs,1976-05-19,4,-7.391,1982-03-12,,,QOCRTftO,-84,-1.025,DDD
FFh1JOZOob,35CbViAZ,2000-08-16,8,3.684,1964-06-13,,,inScm3FD,-90,3.168,FFh
KKEgSSylGm,35DCcxI8,2002-11-29,-60,-0.763,1983-10-31,,,sLNsTG7X,-39,1.54,KKE
DDDDQ1YrazTp,35fGTZ1n,2003-01-02,47,3.454,1979-05-17,,,PReABDEM,71,8.529,DDD
GGUIONYEop,35JQynJy,2013-04-06,94,-6.204,1965-06-17,,,I855UgE5,70,2.083,GGU
FFmsbJ1Zsi,35kH16Qx,1997-06-21,-41,-0.65,1971-10-27,,,kG4L4yfY,80,-5.069,FFm
FFRAmpg8Re,35kooIQB,1992-12-16,-85,-4.763,1989-08-26,,,TwtanIsT,-31,6.503,FFR
HHHGgVfiv7q,35lTAW56,1998-08-24,44,-9.239,1979-05-24,,,VGWb0ePZ,-61,-1.177,HHH
HHH5nLRlBGl,35lvlv4I,1977-11-29,23,-8.686,1969-01-17,,,SGoLsvr1,10,6.002,HHH
EEE9r89q3DA,35oQT2uB,1969-10-01,0,-4.128,1961-04-23,,,qFDL3rmR,88,5.172,EEE
EEEmXetIG01,35ps5GNw,1981-01-08,-46,-3.604,2004-06-29,,,DTSO3D9j,-85,-8.262,EEE
HHH8yJJSJ25,35q2jL3j,1974-05-27,-18,3.204,1986-02-11,,,wrHpB4PL,5,8.631,HHH
CCazOiqSIC,35QVNFLa,2008-03-09,-73,2.093,2014-05-10,,,XmsKB2n6,93,-0.529,CCa
HHHpzB6B89h,35zCVMBk,1998-06-15,-84,1.234,1960-01-15,,,9ucbBnLB,-23,8.474,HHH
KK0M8jVwUb,35ZwkSkv,1989-05-03,51,4.734,1956-04-06,,,ezSKMk0D,8,1.829,KK0
LLLZa9LkDyV,363JmZ20,2017-04-16,-10,-1.311,1966-01-14,,,islBr91T,-82,9.624,LLL
GGGxcQrKHL,368FrgRm,1979-04-10,-74,7.04,1992-09-23,,,Nbi4awiy,-94,-8.221,GGG
KK3L9DUGwn,369mNL7u,2002-09-05,74,4.312,1953-09-09,,,Fe9nhmlv,11,-4.981,KK3
AAAZWtCxycE,36aXTmb1,2006-09-09,93,7.542,1967-10-07,,,kU0XbIQ9,-93,1.997,AAA
CC3Winu4Fw,36c7LGA3,1980-08-28,-27,5.897,1997-03-30,,,zvuVoMMv,-19,8.182,CC3
AAAy1Lbl6Ev,36htZchs,1965-10-08,-11,8.564,2007-03-08,,,6p9K41XY,-42,-4.121,AAA
AAADU0c6Cw4,36jAyWia,1994-06-03,4,-1.453,1984-11-23,,,hfsc3trr,-52,-0.657,AAA
AAA4lucqXF7,36lAtZWH,1963-02-13,35,-3.235,1963-07-28,,,wzZqRHcZ,-61,1.139,AAA
CCcEop9ZS4,36Lz9jjg,2002-12-22,31,9.727,2005-01-10,,,OHkHDJFh,74,-5.103,CCc
AAA69RQvagw,36nXr6u9,1961-02-13,13,6.362,1952-08-17,,,5N8tUSuK,-24,1.266,AAA
KKLbgNIC7x,36UCuroD,1965-11-25,58,-9.283,1972-07-27,,,lDC57FGV,74,9.042,KKL
CCfrPthPC7,36uO19uW,1970-04-22,99,-0.455,1961-12-31,,,P28EXlUV,34,-6.022,CCf
KKMz6uB6ej,36VoKiXa,1999-05-26,83,5.44,1983-04-21,,,MMBQQ1W4,-11,-4.328,KKM
DDDD1CLySXbf,36vszMgn,2015-03-23,60,1.922,1962-01-20,,,sJEpvukn,-25,9.397,DDD
AAAHuQuRUo0,36xQpzyi,2016-01-27,23,-1.52,1987-01-30,,,v5nkotC9,-73,-1.472,AAA
HHHIc1OULHW,36XrEI9m,1995-07-12,-37,6.027,1991-05-21,,,ZmXmSv8x,13,7.239,HHH
GGbll5qiro,370fZgqs,2008-04-09,79,-5.197,2001-10-29,,,g8rIDaaH,-94,7.557,GGb
LLL2WpnaKHv,370NDF5S,1978-12-13,2,3.924,1964-11-20,,,sUgpY3f7,-88,6.069,LLL
BBB60WGXhay,372rlFHh,1998-04-12,1,-5.681,2004-11-10,,,3HKUIxNm,-9,4.375,BBB
KKkNnjLEDv,373r4s9m,2008-01-13,82,3.391,1953-12-02,,,7OXm0c8C,-59,-8.419,KKk
BBBHpzNAm3g,378q4fRY,1960-10-28,-89,1.096,1999-02-12,,,Ty6yQOlK,41,-6.456,BBB
LLLFyr2G0kx,37aJJ0hQ,1951-02-17,-55,9.595,2017-01-18,,,JM4nX1a0,-33,6.549,LLL
BBBS3gSmMFL,37DOmReN,2005-10-07,-83,-0.216,1992-12-09,,,lX3TT5DI,-100,5.917,BBB
DDDDBscHoibz,37HgEqZl,1953-01-19,71,-2.352,1959-05-30,,,yik157aI,-74,-8.169,DDD
BBBfTj6SfWT,37HJbAiV,1989-06-18,-89,5.02,2001-08-03,,,uaJpb3Db,-91,0.822,BBB
HHH6mAaD4ft,37hlapgr,1958-08-05,-95,-3.357,1982-03-31,,,o14G9Yo1,35,-4.09,HHH
CCpeVppy6O,37Hzeilv,1958-07-28,41,5.732,2001-09-26,,,H3WjX7Co,-85,7.822,CCp
CCu56fzjxz,37IyTWx6,1963-04-14,14,1.847,1955-11-05,,,EZwPm8NT,21,4.198,CCu
DDDDJ9CvBQS3,37JHAfqw,1999-07-11,-50,9.082,1984-09-24,,,Mp1AHfvS,54,-0.91,DDD
LLLX7HUuag6,37JxK0iF,2005-09-20,-11,7.927,1961-05-04,,,A2c6YCIx,-59,7.694,LLL
EEEvfixGH06,37KcGpjf,1999-11-11,-34,-4.213,1992-09-17,,,HoVjXKaD,82,6.145,EEE
GGuZU1sJUS,37lGC9OI,1978-04-27,25,-4.927,2010-04-28,,,Uu7xsurj,-58,-1.945,GGu
FFNuw1kMHz,37m0oI2N,2009-09-23,7,-3.742,1983-04-19,,,Dp1WX5w1,-47,9.479,FFN
AAAQYpJ6JWl,37MUbZRW,1992-02-07,35,-4.128,1970-06-20,,,7istbjxj,94,-6.274,AAA
KKFPPVjwuM,37Qhvzpa,2006-06-13,-17,5.459,1984-08-08,,,pPLlxrF3,-71,-4.903,KKF
EEEHfx8UAFo,37st0jm2,1959-05-06,8,0.572,1952-02-09,,,7U8SA2mq,-41,-0.963,EEE
EEEEULBvlWT,37SwYlMK,1953-02-18,9,9.99,1971-03-06,,,32R5GiLq,11,-0.379,EEE
EEEFcCgO8eO,37u4cgwg,1960-02-16,35,-5.539,1982-07-20,,,2ZoZch7k,-68,-2.64,EEE
KKjMlfJ93F,382JrhI9,1959-11-01,-47,0.235,2000-03-01,,,mq5BAKJm,-24,8.741,KKj
DDDDA71hjhDN,382P0GRt,1956-07-12,57,-1.328,1975-04-06,,,Pc5OHg2t,-26,-6.641,DDD
BBBZ76cSmxT,386g7v3Q,1964-10-07,-25,9.028,1969-09-08,,,HJQqM9Q1,-38,8.442,BBB
EEEOHihCN4b,38bs1rVE,1952-01-23,44,6.821,2009-11-11,,,bgJ5HcW0,-8,-7.212,EEE
EEEenwFSzB9,38DC4pQK,1970-01-11,-45,-5.713,2016-06-12,,,LbrJnxIJ,84,1.36,EEE
GG0EhQ8t2C,38jqL9Wk,1995-09-29,-78,-9.278,1973-03-19,,,fjqoaxtW,-54,-3.162,GG0
BBBhGylOt1w,38jZDsbP,1981-10-14,95,-1.777,2008-05-24,,,RsrnTsr1,52,-9.492,BBB
KKQKvtzJVf,38mgGSc6,1997-11-24,-8,8.481,1988-03-17,,,LfK9owUf,50,6.583,KKQ
EEE9n5KJ5TR,38MYDtMK,1954-11-22,11,-0.2,1983-03-06,,,4MkVPtRV,-97,9.177,EEE
FF6vvClacP,38mLDrWI,1956-08-09,-75,7.156,1970-02-04,,,3SIJBiRP,-59,7.42,FF6
LLLqT2cGate,38nxOoPQ,1987-12-11,-89,2.323,1958-03-15,,,8hDMXjbe,35,-0.701,LLL
BBBSVNKcoMS,38oqUl8V,1995-05-04,22,1.262,1955-11-14,,,yK8YrE0n,-68,3.922,BBB
EEE45HSvrHq,38p3gu88,1962-06-16,85,7.437,1970-01-29,,,78MKsEsP,-34,-7.649,EEE
DDDDNK1z6IVT,38Q0lGtb,1994-07-20,68,1.376,1968-10-14,,,Lc9ChuLZ,10,2.971,DDD
EEEWetNTFj8,38RY1ASL,1953-12-27,-48,-6.14,1968-04-15,,,wUvmR4QL,67,6.266,EEE
KKJvZ3fo51,38u3c8ik,2007-02-18,13,9.071,2002-03-22,,,WwKDVRxU,11,-3.637,KKJ
EEErfrkQCJ8,38wgNuvh,2016-02-14,-35,6.282,1972-06-23,,,ukuGQICc,-59,6.069,EEE
FFkbgIDMlq,38xo5OEj,2014-07-12,-85,-6.903,1970-11-25,,,A3S0N60v,-39,1.207,FFk
BBB6Aq5elGM,38zIiTBF,2013-04-03,-98,-4.632,1952-05-18,,,Isau8zwH,-100,-0.656,BBB
EEEoFRCOqDs,390hvJFP,1959-03-07,66,-1.938,1969-01-21,,,7AIvJcpz,15,-8.609,EEE
BBB7cooJ8gb,391weaMC,1970-01-18,73,0.793,1981-03-22,,,4SA5kQSt,-55,-4.018,BBB
HHH5W3JjJTI,3929XrVo,1975-09-16,30,8.301,1957-08-22,,,LHbZKqV3,-34,7.939,HHH
LLLiq0I1Th5,395RgiqC,1981-02-23,-61,-1.331,1978-07-13,,,S0cKMEyI,-97,-1.604,LLL
GGDURSYjxk,39bb0i0v,1974-02-12,-18,4.519,2014-05-24,,,RWs0f8jk,-52,-9.922,GGD
BBBkkEWkIQE,39BVVhr8,2011-02-15,3,7.101,1996-02-29,,,O0b9FoBM,80,0.527,BBB
BBBAhGL9uiK,39HGGeu4,1999-03-08,22,1.167,1953-12-08,,,40Yn27xI,73,-7.198,BBB
FFNY9wykCr,39HKgD5X,2000-01-07,-39,7.985,1982-01-10,,,tEIhCZ5o,-77,-3.936,FFN
KKQ4SccMxt,39I5k5Ns,1983-06-18,67,1.858,1958-08-27,,,JJYX6tUW,-100,6.348,KKQ
HHHAWChV3xG,39i83y7p,1973-10-30,25,5.1,1969-11-08,,,N2rxarKh,61,5.304,HHH
HHHHlZ9OpEF,39JAOf8z,1967-01-15,-92,3.117,2010-11-20,,,9h4I7JF5,-46,-2.369,HHH
DDDDxtC0hz29,39jMLiUi,1964-07-30,-74,-4.269,2013-12-17,,,rwpOv5vP,-87,-0.198,DDD
FFMQpuXUpD,39qzKu6u,2003-02-17,-92,4.612,2015-08-10,,,RVcwvgXc,-79,3.545,FFM
HHHyiU38RLm,39R3ZnCz,1976-02-12,-80,-0.31,1952-07-13,,,nNuSJHMG,-71,6.164,HHH
,39sQ0hbL,2005-05-30,-91,-3.507,1973-07-31,,,4XBNeeVi,100,-7.988,
GG6mO6DQmj,39Wp4OU7,1955-03-21,-96,-9.372,2007-06-26,,,mYvHNwKf,-30,7.84,GG6
EEETBeAeHiT,39XZnFhO,2002-06-18,-67,-0.448,1963-03-13,,,hWzh8p1A,-70,1.637,EEE
LLLTo8xjbCo,3a2ENT0e,1983-07-01,-4,-8.147,1955-08-06,,,brLF3MG2,92,5.17,LLL
DDDDAHTwpr0H,3A2iO2H8,1993-01-29,-68,8.491,1966-03-09,,,KLqZb64r,76,-2.478,DDD
KKyogiheGb,3a6cZbhG,1992-08-12,-95,1.654,1976-05-16,,,qwx9NGmt,23,9.406,KKy
BBB7fbsw2ga,3AAKriHT,1995-07-08,37,-7.522,2008-04-18,,,HtkCzIRV,-30,7.209,BBB
DDDDhnhfJoEE,3ACby0TP,2005-10-11,-23,0.313,1977-11-07,,,tNRM2MIy,25,-4.684,DDD
CCWSrx4J1V,3aDm2iF8,1958-04-20,12,2.057,1961-04-30,,,QrmPSZlu,-15,7.109,CCW
FFlPeFZtL1,3AEr0nBe,1976-02-25,78,6.687,1982-01-14,,,04uuhMqq,-6,6.331,FFl
CCxOGv99aE,3AF3IBOz,2013-07-28,-54,-6.546,1963-10-01,,,CGXHQzxj,-1,-5.829,CCx
KKMXUXKcRN,3aFnVq86,1965-11-25,5,6.18,2016-11-22,,,jhfDZOuS,14,-3.607,KKM
BBBXRvgqfqv,3aFWfgL8,2012-04-08,-61,-3.529,1957-12-27,,,0sOLUEED,77,9.51,BBB
EEE6Ujjn8Lq,3AgfV2iK,1978-06-14,44,0.697,2013-08-11,,,Ii1JQfsz,-39,-6.423,EEE
AAAECYnLbo5,3agq1m8Q,1967-09-14,2,6.113,1981-10-18,,,h4xMXAZ8,60,-4.086,AAA
GGhmvIBHn7,3Ay5C1JC,1954-08-14,22,3.212,2008-07-12,,,oHU58GHh,-12,-7.898,GGh
DDDD0mZD8mk8,3ayWDBAY,1995-07-16,-60,-5.214,1995-03-09,,,bVVukhAY,-48,-9.432,DDD
AAAGnOVR1ws,3Ajgtaa2,2001-05-06,-68,5.246,1988-03-22,,,OI2H81NT,-11,-5.692,AAA
FFop6YO4KF,3aLA43zD,1995-11-25,-84,-6.937,1979-09-24,,,zCwEABlU,-35,-3.719,FFo
DDDDiv3GJhZZ,3ALcCxII,1975-09-01,18,1.169,1983-07-07,,,mXzf3quM,-76,-2.177,DDD
FF3vhkKkEM,3AnXrXSw,1995-10-06,-46,4.92,1983-06-03,,,ie2sHZu9,-81,3.233,FF3
BBB6bnGaYOj,3AOA43jt,1973-04-20,17,3.259,1952-01-11,,,1MCt3neN,-33,4.026,BBB
HHHDVEc5CTX,3aOkYunb,1961-12-09,92,-2.503,1965-08-09,,,9pkivnDA,-19,2.695,HHH
AAALkNjTnjD,3apa4DYc,1989-05-27,-5,1.489,2001-10-03,,,jMCFeNaG,-88,2.572,AAA
BBB2FZhBGz4,3ArfNi61,1970-09-14,-15,-3.071,1990-06-20,,,1PR3tD70,-79,-3.278,BBB
HHHZIihDDSq,3aRZpXRj,2016-11-06,85,5.36,1956-05-20,,,Cfsww5tc,-43,4.588,HHH
KKroX2uou1,3aTyuJ8P,1951-02-23,-23,8.918,1997-02-28,,,mXFjF5n0,-64,3.055,KKr
DDDDilcqn7lV,3atNkcK2,1983-04-22,-93,6.616,2010-06-30,,,Kp3CfrPy,-73,2.836,DDD
CCAFJSm2pt,3aUjbJyG,1997-02-26,-25,-3.223,1972-02-09,,,nuYKESKq,-68,-9.315,CCA
EEEIzNJf8l2,3Av21Ab9,1966-01-24,-5,-4.401,1986-10-24,,,CORliHBc,59,8.538,EEE
CCV5JBGNbE,3aWA0iYv,1955-06-27,17,-9.34,2011-09-30,,,56uzpKMC,-72,-5.96,CCV
HHHEs0aBSPl,3axig4Ui,1984-12-08,-54,1.618,1963-07-20,,,Olq2V75g,-17,2.325,HHH
AAAcoMwlJhW,3aZBjXJt,1968-10-26,-69,2.419,1972-11-02,,,6N1GIQHR,-50,5.45,AAA
DDDDsKLNG4Gb,3B25fUCA,2015-12-13,-78,-5.988,2012-02-06,,,hDkYnJy0,46,-6.027,DDD
GGURvBHplE,3b2lPpS7,2013-06-19,11,5.272,1960-12-08,,,rWkD8S4x,-6,4.195,GGU
HHHw9EZIBS8,3B52uMxg,1981-06-17,57,-3.038,1962-05-08,,,qLLo6BJm,-49,2.106,HHH
LLLpgK2vm5p,3B8XsBte,1998-12-14,-58,-2.223,1955-08-16,,,aKaaHlZ9,-98,9.698,LLL
HHHaXzYTipY,3bbbvtjg,1985-03-21,-58,-2.979,1992-12-19,,,zUjDRWHz,-81,6.015,HHH
DDDDGS381VWK,3bCgYrwr,1994-10-30,85,-9.229,1990-05-14,,,9Y0joQQY,-100,-4.502,DDD
HHH1nHZgihA,3BCJ3Tee,2007-11-11,-81,8.057,1974-09-01,,,VNOj2Ck3,88,-9.413,HHH
BBBT7uJeNG9,3BFAgN6C,2012-06-23,-86,-8.113,2007-03-28,,,JuWhErpZ,-73,-1.329,BBB
